edad,anos_empresa,salario,satisfaccion,horas_trabajadas,promociones,departamento,abandono
38,0,45131,1,55,0,Ventas,1
41,2,70000,3,45,0,Tecnología,0
45,7,35112,1,43,1,Tecnología,1
26,6,58969,2,44,0,Marketing,1
55,7,76923,3,56,1,Tecnología,0
27,3,45762,3,38,0,Operaciones,1
23,2,42077,2,56,0,RR.HH.,1
34,0,50850,3,46,1,Finanzas,0
32,1,76235,1,43,1,Tecnología,1
44,2,58493,3,67,1,Marketing,1
37,0,45438,5,35,1,RR.HH.,0
52,1,63709,5,41,0,Operaciones,0
32,4,35158,3,33,0,Tecnología,1
37,6,67264,3,53,0,Ventas,1
29,32,62354,5,60,0,Finanzas,0
25,13,49459,1,60,0,Ventas,1
25,5,39905,4,56,1,RR.HH.,0
46,2,39039,5,43,0,Ventas,0
24,5,64626,1,41,1,Finanzas,0
53,7,77121,2,30,0,Marketing,1
24,0,43528,5,63,1,Tecnología,0
48,2,63250,3,49,0,Operaciones,0
50,9,22000,1,40,0,RR.HH.,0
53,2,44476,2,56,2,RR.HH.,1
40,4,54440,3,36,2,Marketing,1
42,4,38625,4,48,1,Operaciones,1
26,1,38142,4,43,0,Operaciones,1
39,2,42979,5,50,1,Tecnología,0
49,2,60259,3,44,1,RR.HH.,0
43,0,51628,3,31,5,Ventas,1
42,0,22000,3,45,0,Tecnología,0
27,8,22000,3,54,1,RR.HH.,1
22,1,44076,2,44,1,Operaciones,1
26,3,63238,5,51,0,Operaciones,0
33,1,22000,5,35,0,Tecnología,0
47,14,46004,3,44,1,Ventas,0
55,1,45527,4,39,0,Operaciones,1
35,2,79990,2,51,0,Ventas,1
47,10,48069,3,45,0,Finanzas,0
48,9,61893,4,51,1,Ventas,0
30,1,57542,3,54,1,Tecnología,1
47,8,22000,5,51,1,Marketing,0
43,3,68827,4,47,2,Ventas,0
51,3,58877,3,36,2,Tecnología,0
38,0,64148,4,44,0,Tecnología,0
47,0,125672,2,40,2,Marketing,1
57,6,22000,3,41,0,Operaciones,0
22,3,86044,3,41,2,Ventas,1
29,2,49825,3,36,0,Ventas,1
56,6,60171,4,30,1,Finanzas,0
36,7,54180,3,38,0,Tecnología,1
43,0,47363,4,46,2,Finanzas,1
35,4,44743,3,32,1,Ventas,1
47,0,60931,3,45,2,Ventas,0
49,6,27690,4,62,0,Finanzas,0
44,5,68510,2,54,3,Ventas,0
35,15,47508,2,59,1,Operaciones,1
45,0,34658,3,48,0,Ventas,1
23,0,46899,2,55,1,Ventas,0
47,1,77628,1,38,0,Marketing,1
35,1,45363,4,39,2,Tecnología,0
28,1,61452,3,30,2,Finanzas,0
24,11,41842,3,55,1,Ventas,0
44,1,68642,5,58,0,Finanzas,1
39,1,67339,3,40,0,Finanzas,1
59,7,88274,5,42,1,Tecnología,0
56,2,51839,2,38,2,Operaciones,0
36,7,67035,3,48,1,Finanzas,1
46,0,56765,5,55,0,Tecnología,0
58,3,78325,3,30,1,RR.HH.,1
49,0,42061,4,48,0,RR.HH.,0
31,0,68410,3,42,1,Ventas,1
38,11,51495,1,46,1,Tecnología,0
43,0,53844,3,49,0,Tecnología,0
47,3,56651,3,43,0,Tecnología,1
46,2,59540,5,44,1,Operaciones,0
38,2,52907,2,43,2,RR.HH.,1
34,11,58864,5,53,0,Marketing,0
41,0,83406,5,48,1,Tecnología,0
46,5,72738,2,46,2,Tecnología,1
25,16,70644,3,33,1,Operaciones,1
31,4,46800,5,41,0,RR.HH.,0
24,13,38993,5,53,0,RR.HH.,0
39,0,72195,3,45,1,Ventas,0
57,2,70768,3,50,0,Tecnología,0
43,1,81508,3,60,1,Tecnología,1
55,6,44128,4,54,1,Marketing,1
29,19,50868,2,45,0,Tecnología,0
40,1,25489,4,40,0,Operaciones,1
58,5,47935,1,30,0,Finanzas,0
27,1,72938,1,43,1,Tecnología,1
47,4,46603,3,42,1,RR.HH.,1
55,3,66528,3,48,2,Operaciones,0
27,17,51570,3,43,1,Operaciones,0
58,4,60833,3,42,1,Ventas,0
54,2,34341,3,30,1,Tecnología,1
43,0,56533,2,36,2,Tecnología,1
42,0,22000,3,49,0,Ventas,1
27,1,51635,5,60,2,Finanzas,0
27,1,25651,3,44,1,Operaciones,0
25,9,76707,3,47,2,Tecnología,1
51,4,68993,3,53,1,Operaciones,0
32,3,63400,5,37,0,Finanzas,0
51,0,82378,2,48,0,Tecnología,0
52,9,37919,4,38,1,Ventas,0
45,6,86452,4,52,0,Finanzas,0
30,0,71779,4,46,1,Operaciones,0
24,6,50742,1,47,0,Finanzas,1
52,3,75441,4,37,0,Ventas,0
58,0,35086,1,51,0,Ventas,0
57,3,40158,3,63,1,Ventas,0
45,3,44045,4,35,2,RR.HH.,0
52,0,45478,2,41,0,Operaciones,1
27,14,35981,4,47,0,Ventas,1
23,9,77015,1,52,1,Operaciones,1
41,5,50340,4,39,0,RR.HH.,1
49,3,61345,3,30,1,Finanzas,1
32,2,44733,2,57,0,Marketing,1
25,5,22229,2,51,2,Ventas,1
36,3,59861,5,30,1,Marketing,0
27,0,22000,1,39,1,Ventas,1
51,3,53764,2,59,4,Tecnología,1
59,8,30370,3,58,0,Operaciones,0
23,3,90770,4,53,1,Marketing,0
36,0,71404,3,43,1,RR.HH.,0
32,7,56903,2,45,4,Finanzas,0
29,1,77746,3,43,0,Finanzas,0
47,1,39766,2,55,0,Operaciones,1
26,0,64782,2,37,0,Ventas,1
27,2,58596,3,37,2,Operaciones,0
47,7,59752,4,54,1,RR.HH.,0
25,3,77902,2,44,0,Tecnología,1
40,1,68184,3,57,0,Tecnología,0
41,10,60197,3,38,0,RR.HH.,1
54,10,25212,5,44,1,Marketing,0
41,10,37719,5,36,0,RR.HH.,0
33,1,52791,4,45,0,Marketing,0
22,3,56680,2,31,1,Ventas,0
47,20,34656,1,40,1,Finanzas,1
35,7,98410,3,32,1,Operaciones,0
59,0,82295,2,51,1,Finanzas,1
58,0,65838,3,51,2,Finanzas,1
32,3,56296,4,30,1,RR.HH.,0
57,11,51180,5,57,1,Operaciones,0
34,3,37865,4,67,0,Operaciones,1
24,3,56394,3,45,1,Ventas,0
54,0,59639,4,39,0,Operaciones,1
27,5,32648,3,70,1,Tecnología,0
31,8,61015,1,33,0,Tecnología,1
26,2,52205,4,45,1,Operaciones,1
44,7,22000,1,46,1,Tecnología,0
31,16,39513,3,57,0,Operaciones,1
23,1,47555,3,48,2,Tecnología,0
34,3,88978,4,40,0,Ventas,0
23,1,65017,4,36,1,RR.HH.,0
41,7,30961,3,41,0,Ventas,0
22,4,63748,4,35,2,Operaciones,0
58,5,27148,3,45,1,Tecnología,0
30,7,74488,3,39,1,Tecnología,0
38,2,46519,4,31,0,Ventas,1
30,12,53314,4,56,2,Tecnología,0
32,3,78864,5,40,1,Operaciones,0
36,0,31831,2,33,0,Ventas,1
45,5,29851,4,43,0,Finanzas,0
59,7,44495,4,45,1,Marketing,0
56,1,73690,5,30,0,Finanzas,0
51,9,27651,2,47,0,Operaciones,0
52,11,22000,4,35,0,Ventas,0
26,1,46879,3,60,1,Tecnología,1
35,20,64931,2,49,0,Operaciones,0
32,0,76604,3,41,2,Finanzas,0
30,1,46663,3,38,2,Finanzas,1
55,1,47594,3,44,1,Finanzas,1
33,11,75770,5,50,2,Tecnología,0
56,5,22000,3,44,1,Ventas,0
56,0,48006,4,43,0,Operaciones,0
22,2,58427,3,45,0,Finanzas,1
43,4,63085,1,39,2,RR.HH.,1
50,0,45823,2,41,1,Operaciones,1
29,10,55619,3,30,0,Tecnología,1
32,8,22000,3,53,0,Tecnología,1
58,3,43151,2,47,0,Operaciones,0
35,17,63163,3,38,0,Operaciones,0
51,2,37318,3,62,0,RR.HH.,1
56,20,56061,2,45,2,Ventas,1
42,5,63043,3,35,0,Ventas,1
58,5,48834,2,52,0,Finanzas,1
26,0,58068,5,48,1,Tecnología,0
40,10,37670,5,48,0,Operaciones,0
35,2,51280,4,41,2,Marketing,0
47,0,65983,2,49,0,Operaciones,0
25,0,57825,4,42,0,Tecnología,0
46,4,44442,4,50,1,Operaciones,0
46,3,59035,4,30,0,Tecnología,0
39,6,67862,2,41,1,Ventas,0
29,11,22000,4,60,0,Ventas,0
35,0,75863,4,38,0,Tecnología,1
53,6,48947,3,39,1,Marketing,1
59,1,62658,4,40,0,Ventas,0
54,9,76550,3,34,0,Ventas,1
44,8,30309,3,30,0,Marketing,1
36,3,42230,1,42,1,Ventas,1
54,6,49806,4,46,0,Operaciones,0
46,1,40892,1,44,2,Tecnología,1
38,3,86228,3,43,1,Ventas,0
54,8,39578,3,45,2,Marketing,0
23,3,45000,3,54,1,Ventas,1
35,2,58679,2,43,4,RR.HH.,0
27,3,33361,4,39,0,Tecnología,1
27,8,47877,4,42,0,Ventas,1
24,2,60714,2,50,0,Ventas,1
28,0,49008,2,57,0,Ventas,1
29,6,53319,2,39,1,Ventas,1
36,8,45472,5,45,0,Operaciones,0
50,0,27739,3,48,2,RR.HH.,0
54,1,60788,3,36,0,Tecnología,0
51,0,86588,2,45,0,Tecnología,1
48,2,55331,4,31,1,Marketing,0
57,2,59054,5,30,1,Marketing,0
50,6,67469,4,48,0,Finanzas,0
59,5,32152,4,41,1,Operaciones,0
54,4,85645,1,46,0,Tecnología,1
58,2,58641,2,44,0,Tecnología,0
48,9,84373,1,36,1,Finanzas,0
54,3,41805,2,44,0,Finanzas,1
25,19,87725,2,33,0,RR.HH.,0
43,5,68952,2,57,0,Tecnología,1
23,0,64954,3,32,2,Marketing,0
31,5,59212,5,43,1,Operaciones,0
26,1,50526,4,35,0,Tecnología,0
31,5,76609,4,50,0,Finanzas,1
54,0,57526,4,42,0,Tecnología,1
59,0,22000,2,40,0,Ventas,1
34,9,34890,4,52,1,Tecnología,0
52,1,51654,2,45,1,Tecnología,1
57,9,60579,4,49,2,Ventas,0
45,1,53981,3,36,0,Operaciones,0
36,5,76941,5,32,0,Tecnología,0
50,5,22000,2,45,0,RR.HH.,1
29,3,57584,2,42,0,Ventas,1
26,1,22276,5,50,1,Ventas,0
50,1,68674,1,44,0,Operaciones,1
25,0,53299,4,46,2,Finanzas,1
33,1,62552,4,30,1,Marketing,1
23,5,39450,4,61,0,Marketing,1
48,13,78030,5,43,0,Tecnología,0
52,10,73751,5,51,2,Tecnología,0
57,7,65503,1,37,1,Operaciones,1
57,7,52668,4,47,1,Marketing,0
47,5,65437,4,33,0,Finanzas,0
48,1,42275,4,49,2,Operaciones,1
26,11,70400,2,41,0,Operaciones,1
41,5,84690,4,45,0,Tecnología,1
32,4,74270,5,51,0,RR.HH.,0
31,0,41867,5,33,2,Operaciones,0
59,2,61505,3,38,0,Finanzas,0
27,3,31723,1,49,1,Ventas,1
29,9,65303,3,63,1,Tecnología,0
44,3,63110,4,43,1,Ventas,0
47,2,22000,4,50,2,Ventas,0
33,18,34087,3,44,2,Marketing,0
47,0,49903,1,62,0,Ventas,1
34,2,49584,3,30,0,Ventas,0
39,0,33229,3,45,1,Tecnología,0
46,6,62001,5,30,1,Finanzas,0
54,12,59526,4,30,1,RR.HH.,0
33,1,51503,3,47,0,Ventas,1
57,9,41395,3,46,1,Ventas,1
25,1,73876,1,42,0,Ventas,1
26,12,84797,5,44,0,RR.HH.,0
58,7,46295,3,72,0,Tecnología,1
29,8,43980,3,42,2,Marketing,0
49,0,63841,3,49,2,Tecnología,0
52,16,48555,4,39,2,Ventas,0
30,6,52490,4,47,0,Finanzas,0
50,1,68313,4,42,0,Tecnología,0
35,8,22000,2,41,0,Finanzas,0
43,1,78729,3,61,1,Tecnología,0
32,10,56308,2,55,2,RR.HH.,1
44,0,47593,4,46,1,Operaciones,1
22,6,53393,1,30,0,Marketing,1
58,3,54323,3,41,1,Tecnología,0
42,0,23838,5,69,0,Tecnología,0
47,1,81908,5,42,2,Tecnología,0
57,0,55743,3,54,2,Marketing,0
44,3,62974,3,57,0,Marketing,1
22,1,72127,1,46,1,Ventas,1
36,4,36619,4,37,0,Ventas,1
42,1,63522,4,30,1,RR.HH.,0
30,1,50182,2,51,0,Ventas,1
30,6,70241,3,37,0,Tecnología,0
31,0,22000,4,46,0,Ventas,0
47,11,53216,5,33,1,Finanzas,0
56,9,44149,2,42,2,Marketing,0
46,5,62780,3,45,3,Marketing,0
47,4,63460,2,47,3,Tecnología,1
32,11,42262,2,34,1,Finanzas,0
59,1,42180,5,55,0,Operaciones,0
23,0,53008,4,39,0,Ventas,1
28,1,38860,4,30,1,Finanzas,1
39,7,70155,1,44,2,Tecnología,0
48,0,48354,4,45,1,Ventas,1
55,4,22000,3,46,0,Tecnología,1
48,26,48253,3,57,2,Ventas,0
38,9,36306,3,42,1,Finanzas,0
45,3,25637,1,43,0,Tecnología,0
46,0,32726,4,35,1,Tecnología,0
28,8,56969,3,52,0,Ventas,1
27,4,78915,2,46,1,Operaciones,0
45,0,60637,2,41,0,RR.HH.,0
54,0,44082,2,30,1,RR.HH.,0
50,12,63206,1,57,2,RR.HH.,1
43,5,46736,3,33,2,Tecnología,1
47,8,42497,4,39,0,Ventas,0
49,10,34221,1,48,1,Operaciones,0
42,4,23467,1,34,2,Ventas,1
28,3,47981,3,31,2,Ventas,1
38,2,57844,4,30,1,Finanzas,1
41,1,53260,3,51,3,Ventas,0
41,2,47512,3,40,1,Tecnología,0
43,7,37976,3,71,0,RR.HH.,1
49,4,65948,2,36,2,Tecnología,0
28,11,31291,1,36,0,Finanzas,0
22,2,68968,4,39,1,Finanzas,1
53,4,36960,4,47,1,Finanzas,0
34,4,41456,3,40,2,Finanzas,0
51,4,28597,4,50,1,Tecnología,0
44,6,45974,4,36,1,Tecnología,0
40,1,72555,2,32,0,Tecnología,1
53,3,64281,3,30,1,Tecnología,1
51,0,72611,2,30,4,Marketing,0
50,2,64398,2,40,1,Operaciones,0
50,3,35133,4,42,0,Ventas,0
51,5,49045,5,39,1,Ventas,0
37,15,40956,5,56,1,Ventas,0
40,4,78950,4,56,2,Ventas,0
39,6,33457,2,41,2,Ventas,1
22,3,71086,2,30,0,RR.HH.,0
35,5,71073,4,39,1,Operaciones,0
23,0,87933,3,39,0,Finanzas,1
49,1,47625,4,39,1,Ventas,0
51,2,67821,4,38,3,Tecnología,0
59,3,96069,4,39,0,RR.HH.,0
25,0,43882,4,41,0,Operaciones,1
22,0,27369,1,39,1,Operaciones,1
29,1,22000,4,46,0,Marketing,1
50,17,67828,5,48,1,RR.HH.,0
24,2,22000,3,36,0,Finanzas,0
53,3,48298,4,56,1,Ventas,1
31,1,62871,3,36,0,RR.HH.,0
31,4,58333,5,30,0,Ventas,0
40,1,62658,1,48,1,Tecnología,1
55,1,59001,3,37,0,Finanzas,0
54,3,78019,2,47,1,Tecnología,1
44,0,37858,4,30,1,Ventas,0
49,0,42814,2,57,3,Ventas,0
53,1,41092,2,51,0,Ventas,0
28,0,69943,3,31,1,Ventas,1
50,0,71207,5,31,2,Ventas,0
29,2,63122,2,60,0,Ventas,1
22,8,76302,2,38,2,Ventas,0
24,4,33795,4,37,0,Marketing,0
45,3,85010,3,30,0,Tecnología,1
44,1,82418,5,41,0,Ventas,0
29,13,68241,2,42,0,RR.HH.,0
58,2,87072,4,51,2,Operaciones,0
24,0,25180,2,32,1,Finanzas,0
54,4,45559,2,31,0,Tecnología,0
49,0,41764,4,49,0,RR.HH.,1
29,2,67986,3,54,0,Finanzas,0
55,3,36097,4,30,1,Finanzas,0
56,10,68634,3,54,1,Finanzas,0
53,3,79669,3,45,1,Operaciones,0
45,6,67513,3,54,0,Operaciones,0
35,24,60107,5,44,0,RR.HH.,0
53,0,37218,3,30,0,Tecnología,1
37,1,39756,3,43,0,Finanzas,1
25,2,77493,3,54,2,Operaciones,0
58,2,69028,3,36,1,Ventas,1
42,2,54297,2,41,0,Marketing,1
35,11,47477,5,43,4,Ventas,1
52,6,22000,2,30,0,RR.HH.,1
39,4,35724,5,60,0,Operaciones,1
28,1,89405,2,36,0,Ventas,0
31,8,31951,4,49,0,RR.HH.,0
28,15,58410,5,44,1,Ventas,0
54,8,73133,2,56,3,Tecnología,1
44,0,32411,5,48,0,Ventas,0
42,5,58324,3,42,1,Tecnología,1
40,0,71882,5,36,0,Tecnología,0
40,1,55224,4,52,0,Marketing,0
57,0,106631,3,30,0,Marketing,0
50,4,24965,2,50,1,Ventas,1
39,5,74057,3,35,1,Finanzas,0
23,0,51889,1,56,0,Ventas,1
22,2,68894,2,46,0,Ventas,0
26,3,62943,2,50,0,Ventas,1
41,2,41803,3,45,0,Marketing,1
32,0,59121,4,30,2,Marketing,0
23,2,22000,2,37,0,Ventas,1
24,6,65858,2,51,1,Ventas,1
44,0,60366,4,46,1,Ventas,0
33,0,66495,2,55,1,RR.HH.,1
41,2,74046,1,48,1,RR.HH.,1
26,14,61617,2,36,1,Ventas,1
58,5,57665,5,37,0,Operaciones,0
59,5,39140,4,45,2,Tecnología,0
51,2,42180,3,30,0,Marketing,0
30,4,76361,4,60,0,Finanzas,1
55,0,80854,3,48,1,Tecnología,0
56,5,50714,4,56,2,Operaciones,0
43,12,55828,4,30,1,Operaciones,0
45,4,38716,4,56,2,Tecnología,1
38,10,76109,2,65,0,Tecnología,1
31,6,66977,1,33,0,Marketing,1
51,0,89941,3,51,0,Ventas,1
44,11,39190,5,45,1,Ventas,0
53,0,48195,3,31,0,Tecnología,1
38,3,59166,4,49,1,Operaciones,0
38,0,66636,5,52,0,Operaciones,0
35,0,51117,2,39,3,Marketing,0
30,2,39286,4,55,0,RR.HH.,0
23,1,70865,4,30,0,Ventas,0
46,3,67980,5,31,0,RR.HH.,0
30,4,38507,5,46,0,Operaciones,0
43,0,79397,4,45,1,Ventas,0
25,0,76063,2,38,1,Ventas,1
47,4,57417,4,52,2,Ventas,0
50,2,56432,2,49,3,Finanzas,1
55,6,64973,4,52,1,Operaciones,0
44,5,39489,5,43,0,Finanzas,0
58,9,55540,3,50,0,Marketing,0
32,5,22000,4,40,0,Ventas,0
27,2,70776,3,63,0,Marketing,1
39,5,26893,3,37,0,Operaciones,1
42,1,82061,3,63,0,Tecnología,1
57,1,49057,4,45,1,Marketing,0
59,7,51189,5,32,1,Tecnología,0
55,2,43700,5,57,3,Operaciones,0
38,8,49815,2,46,0,Operaciones,0
58,8,80533,5,52,4,Operaciones,0
46,9,22000,4,56,1,RR.HH.,1
59,12,77985,2,48,1,Ventas,0
33,2,61084,1,39,1,RR.HH.,1
44,1,33273,2,53,0,Tecnología,0
43,4,35644,5,45,1,Operaciones,0
42,2,85175,4,51,1,Operaciones,0
48,4,37980,4,30,0,Marketing,1
52,6,34239,2,49,3,Ventas,1
27,5,75471,4,39,1,Operaciones,0
48,2,61093,1,59,1,Marketing,1
55,0,38117,3,50,0,Operaciones,1
33,2,58899,4,47,1,Ventas,0
28,0,36536,2,49,0,Ventas,1
31,11,74814,4,36,0,Ventas,0
38,2,74104,2,59,0,Finanzas,0
47,0,64576,4,62,1,Finanzas,0
42,0,61509,3,48,0,Marketing,0
49,5,86701,3,59,1,Tecnología,1
23,5,54994,2,39,1,Tecnología,1
22,2,33726,1,37,3,Finanzas,1
57,0,63090,5,45,0,Operaciones,0
47,2,92548,2,48,1,Marketing,1
50,1,36734,4,41,0,Operaciones,0
42,5,48493,5,49,0,Tecnología,0
32,4,62496,2,47,0,Finanzas,1
32,2,54029,2,36,2,Operaciones,0
57,1,37318,4,49,1,RR.HH.,1
56,22,75193,5,52,0,Ventas,0
55,3,96760,5,46,1,Ventas,0
45,5,58530,3,55,0,Ventas,1
43,0,38726,4,34,1,Finanzas,0
26,3,27118,2,49,0,Ventas,1
54,0,59643,5,34,0,Ventas,0
57,3,74869,5,34,0,Tecnología,0
41,16,63553,2,39,2,RR.HH.,0
40,2,54956,3,36,1,Tecnología,1
56,0,44393,2,40,0,Finanzas,1
38,0,35341,2,43,0,Ventas,1
55,2,70025,4,52,3,Ventas,0
30,0,71447,3,42,1,RR.HH.,0
47,0,27176,1,30,0,Tecnología,1
23,7,83617,3,55,1,Tecnología,1
30,3,65333,5,37,0,Ventas,0
30,1,80192,4,44,0,Operaciones,0
38,11,30841,3,49,0,Finanzas,1
22,0,30415,2,46,1,Ventas,1
46,15,52318,5,54,0,Ventas,0
46,1,64050,4,49,0,Marketing,0
56,10,87334,3,37,0,Finanzas,0
24,4,67709,1,64,1,Tecnología,1
58,8,50631,1,46,1,Finanzas,1
51,20,36525,2,43,0,Operaciones,1
59,1,77140,3,53,2,Operaciones,0
55,16,37635,5,47,1,RR.HH.,0
33,2,84312,3,48,2,Tecnología,1
40,2,49881,4,67,1,Ventas,0
58,2,83630,3,42,1,Marketing,1
38,3,67220,4,42,0,Finanzas,1
31,0,52534,4,46,0,Ventas,1
33,4,45650,2,54,0,Marketing,1
37,3,48863,3,31,1,Marketing,0
45,7,62709,4,30,1,Marketing,0
40,8,56388,1,39,1,Operaciones,1
29,2,44311,3,30,0,Marketing,0
52,1,52018,3,41,2,Ventas,0
42,1,56414,5,49,1,Operaciones,0
38,1,22000,3,36,0,Operaciones,0
44,0,63247,4,32,1,Ventas,1
58,2,37365,3,45,0,Ventas,0
37,1,34240,4,52,0,Marketing,0
27,16,24627,3,30,1,Tecnología,0
29,4,22709,5,52,0,Operaciones,0
46,2,30601,3,52,0,Ventas,1
39,4,42237,4,53,2,Ventas,0
46,0,90158,4,55,1,Tecnología,1
33,2,45534,3,64,0,Ventas,1
36,4,58199,2,41,1,Finanzas,1
47,3,62208,1,45,0,RR.HH.,0
47,2,57359,1,41,0,Ventas,1
53,25,53606,5,45,1,Ventas,0
31,10,33484,2,58,1,Tecnología,1
37,4,81116,2,32,1,Ventas,0
28,4,87529,4,37,0,Operaciones,0
38,4,24712,3,57,0,Tecnología,0
44,1,36567,3,54,1,Ventas,0
47,2,49963,2,41,2,RR.HH.,1
42,0,37638,5,52,1,Ventas,0
43,3,64107,5,48,0,Ventas,0
28,3,41891,5,58,1,Ventas,0
35,1,93971,3,45,2,Operaciones,0
36,16,76429,4,54,0,Marketing,0
28,12,58826,2,68,1,Operaciones,0
30,6,73485,1,50,0,Tecnología,1
29,3,74906,1,45,1,Tecnología,1
44,10,44848,3,51,3,RR.HH.,0
50,0,40308,3,41,0,Finanzas,1
39,7,56406,3,66,1,Marketing,0
52,0,70509,1,46,0,Ventas,1
51,7,57503,3,42,0,Ventas,0
56,1,26614,4,37,0,Finanzas,1
39,10,40549,3,54,0,Operaciones,1
38,14,53668,4,52,1,Operaciones,0
35,0,53638,2,40,0,Finanzas,1
52,3,90505,4,50,2,Marketing,1
45,19,30052,3,31,0,RR.HH.,0
56,3,64100,2,46,2,Marketing,1
55,9,81804,2,49,1,Marketing,0
24,4,95886,4,60,1,Operaciones,1
58,2,47720,4,38,3,Tecnología,0
47,1,63845,3,33,0,Ventas,0
44,1,65255,2,36,1,RR.HH.,0
36,7,58518,5,32,1,Tecnología,0
25,2,53220,4,57,0,Operaciones,0
50,3,62847,3,58,1,Ventas,0
43,3,22000,3,47,1,Tecnología,1
46,4,67277,2,55,2,Operaciones,1
34,10,57271,4,46,0,Ventas,1
39,19,50995,3,44,1,Tecnología,0
54,2,91843,5,42,1,Tecnología,0
37,8,42851,3,42,1,Finanzas,0
23,7,47744,3,31,0,Ventas,1
56,4,90847,3,47,1,Operaciones,1
55,15,40022,5,44,2,Tecnología,0
51,1,45097,4,51,1,Marketing,0
34,0,52353,3,45,0,Tecnología,1
34,9,70133,4,43,0,Tecnología,0
39,2,58740,3,37,1,Ventas,0
53,9,31732,3,45,1,Ventas,1
53,11,45420,2,51,1,RR.HH.,0
56,0,44067,3,34,2,Ventas,1
50,10,53610,2,45,2,Tecnología,0
50,2,62665,5,47,1,RR.HH.,0
37,3,62527,3,38,0,Tecnología,0
31,4,23031,5,39,1,Ventas,0
51,13,74150,3,47,0,Operaciones,1
46,0,59546,4,34,1,Marketing,0
41,3,79921,3,48,1,Ventas,0
26,5,62995,2,36,2,Ventas,1
22,6,74823,3,54,0,Marketing,1
51,5,63397,1,66,0,Ventas,1
24,0,79232,4,37,0,Marketing,0
35,1,64400,3,49,2,Ventas,1
51,2,53237,4,38,0,Operaciones,0
25,8,95903,2,54,0,Tecnología,1
39,1,71002,2,33,0,Marketing,1
58,1,65327,3,49,1,Tecnología,0
46,15,32026,5,37,1,Finanzas,0
22,0,31810,4,43,0,Ventas,0
36,30,60268,3,35,1,Ventas,0
30,5,57619,3,52,2,Operaciones,1
36,8,43945,1,37,0,RR.HH.,1
45,1,57537,5,49,3,Marketing,0
25,0,83595,4,41,1,Tecnología,0
33,6,67517,3,43,2,Operaciones,0
58,8,34461,3,46,1,Tecnología,1
58,6,52992,2,38,1,Marketing,0
27,0,40510,5,46,1,Marketing,0
45,7,48021,2,58,1,Tecnología,0
32,7,47554,4,37,1,Operaciones,0
34,5,46402,2,55,1,Operaciones,0
55,7,32407,4,58,1,Ventas,1
46,9,52702,4,37,1,Finanzas,0
28,4,44909,4,31,0,Ventas,0
25,0,22000,4,47,0,Operaciones,0
29,3,91953,5,40,0,Ventas,0
41,0,74597,1,61,0,Ventas,1
50,2,48226,3,45,1,Tecnología,1
31,2,55338,2,37,1,RR.HH.,1
55,0,33910,5,34,0,Operaciones,1
47,2,85523,3,54,1,Marketing,0
24,0,89151,4,39,1,Tecnología,0
27,8,57820,4,45,0,Ventas,0
26,14,73423,2,53,0,Operaciones,0
26,0,58155,2,40,1,RR.HH.,1
44,15,30938,3,44,1,Tecnología,0
30,3,47587,3,44,2,Tecnología,1
56,1,57374,2,51,2,RR.HH.,0
41,0,46818,1,50,1,Tecnología,1
56,3,51064,5,43,1,Operaciones,0
39,7,53354,5,45,1,RR.HH.,0
38,6,53544,3,41,0,Operaciones,0
45,0,55940,3,31,1,RR.HH.,1
24,0,35909,1,47,0,Ventas,1
53,2,42093,4,62,4,Operaciones,0
56,1,31877,4,37,0,RR.HH.,0
59,1,72600,2,38,0,Ventas,1
34,1,22000,2,37,1,Finanzas,1
46,8,75764,4,51,1,Tecnología,0
30,13,79954,4,49,0,Operaciones,1
25,2,49560,1,43,2,Tecnología,0
35,11,22000,4,36,2,Finanzas,0
58,1,48496,3,45,1,Ventas,0
55,3,53844,3,30,2,Tecnología,0
32,1,36809,4,46,0,Marketing,0
24,5,45726,4,52,2,Operaciones,0
49,19,82543,3,33,0,Ventas,1
50,4,66968,5,31,4,Tecnología,0
30,2,38357,3,59,1,Tecnología,1
24,5,26243,4,39,0,Finanzas,0
46,0,49113,3,55,1,Operaciones,1
55,10,51157,5,43,1,Operaciones,0
33,3,63931,5,43,1,RR.HH.,0
30,2,45364,1,48,0,Operaciones,1
36,4,64206,5,37,0,Tecnología,0
46,4,89832,4,46,0,Ventas,1
26,0,69679,4,41,1,RR.HH.,0
32,5,54134,2,33,0,Marketing,1
55,1,51703,4,48,1,Operaciones,0
45,6,48579,5,42,0,RR.HH.,0
36,8,76251,3,43,2,Finanzas,0
59,8,43708,5,34,0,Marketing,0
29,4,55814,1,59,3,Tecnología,1
26,3,55921,2,52,0,Tecnología,1
47,0,45967,3,53,1,Marketing,1
39,7,30295,3,42,0,Operaciones,0
27,1,60813,4,30,1,Tecnología,0
58,3,53901,1,62,2,Tecnología,1
34,1,64004,5,44,1,Tecnología,1
49,0,45395,1,38,1,Ventas,0
26,4,76974,2,48,0,Marketing,1
34,0,39218,1,55,1,Tecnología,1
38,6,85816,3,44,1,Operaciones,0
53,1,23542,5,56,0,Ventas,0
50,0,62825,4,54,1,RR.HH.,0
24,3,63557,4,35,0,Ventas,0
55,0,40679,1,38,3,Operaciones,0
48,1,62639,3,53,0,RR.HH.,1
34,6,78031,3,30,1,Finanzas,1
54,0,22000,3,43,1,Ventas,1
27,9,64049,1,32,5,Ventas,0
45,0,22000,4,40,1,Ventas,1
40,1,37618,3,42,0,Tecnología,1
